ticket_id,ticket_text,tenure,department,priority
TKT01957,request issue help customer support api error improvement,38,Tech,Medium
TKT01958,platform help issue plan quotation authentication,48,Sales,Medium
TKT01959,service system customer refund invoice crash,52,Billing,High
TKT01960,service platform system customer password login experience,37,Account,Medium
TKT01961,issue platform service team invoice charge error,31,Billing,Medium
TKT01962,team issue customer problem system charge refund pricing,24,Billing,Medium
TKT01963,customer platform support problem issue subscription invoice api,5,Billing,Medium
TKT01964,problem help system server api feature,24,Sales,Medium
TKT01965,team support customer demo quotation profile,47,Sales,Medium
TKT01966,team system issue review experience refund,20,Feedback,Medium
TKT01967,issue platform system error crash subscription,46,Tech,High
TKT01968,issue problem request platform error bug upgrade,41,Tech,Medium
TKT01969,platform problem issue service support authentication profile review,20,Account,Medium
TKT01970,team service help issue server api feature,47,Tech,Medium
TKT01971,system help problem feature improvement demo,49,Feedback,Medium
TKT01972,platform customer issue request feature review login,59,Feedback,Medium
TKT01973,problem help system invoice payment bug,10,Billing,Medium
TKT01974,issue team service system problem access login subscription,21,Account,Medium
TKT01975,service platform request system password profile plan,36,Account,Medium
TKT01976,support team system profile login invoice,30,Account,Medium
TKT01977,request system service access profile experience,3,Account,Low
TKT01978,support request help quotation pricing profile,29,Sales,Medium
TKT01979,support request problem system platform error server plan,10,Tech,Medium
TKT01980,system platform service issue help api bug upgrade,54,Tech,Medium
TKT01981,customer platform service improvement experience quotation,49,Feedback,Medium
TKT01982,customer help issue platform request error server subscription,38,Tech,Medium
TKT01983,team request system access login invoice,16,Account,Low
TKT01984,customer help system problem upgrade pricing suggestion,3,Sales,Medium
TKT01985,customer platform team suggestion feature quotation,13,Feedback,Low
TKT01986,platform issue support feature experience quotation,43,Feedback,Medium
TKT01987,customer team support service crash api refund,3,Tech,High
TKT01988,platform support customer system help login access review,46,Account,Medium
TKT01989,platform service help customer quotation plan review,47,Sales,Medium
TKT01990,system issue help support improvement suggestion bug,16,Feedback,Medium
TKT01991,platform problem support request profile login improvement,42,Account,Medium
TKT01992,request team platform system access login upgrade,36,Account,Medium
TKT01993,service help system customer invoice refund authentication,9,Tech,Low
TKT01994,request help issue team platform authentication access crash,54,Account,High
TKT01995,customer issue team support system charge subscription server,55,Billing,Medium
TKT01996,platform customer request issue support demo plan access,56,Sales,Medium
TKT01997,team platform help customer quotation demo login,56,Sales,Medium
TKT01998,problem support customer platform suggestion feature pricing,59,Feedback,Medium
TKT01999,customer issue team help improvement feature upgrade,4,Feedback,Medium
TKT02000,request issue help system customer invoice charge error,57,Billing,Medium
TKT02001,support platform help issue request authentication password bug,49,Account,Medium
TKT02002,system issue team problem customer password access invoice,36,Account,Medium
TKT02003,support system team service pricing plan suggestion,25,Sales,Medium
TKT02004,request customer help experience improvement error,35,Feedback,Medium
TKT02005,issue problem support team system api crash login,41,Tech,High
TKT02006,problem issue system customer request crash error login,22,Tech,High
TKT02007,request problem service team help profile login demo,33,Account,Medium
TKT02008,support service team review suggestion refund,17,Feedback,Low
TKT02009,problem team support issue help improvement review upgrade,21,Billing,Medium
TKT02010,team platform help request system plan quotation access,43,Sales,Medium
TKT02011,support request problem crash server experience,6,Tech,High
TKT02012,system request problem experience review authentication,10,Feedback,Medium
TKT02013,support problem system request feature suggestion password,54,Feedback,Medium
TKT02014,system customer request issue problem feature improvement error,49,Feedback,Medium
TKT02015,platform request customer password authentication server,18,Billing,Low
TKT02016,support team system crash api feature,48,Tech,High
TKT02017,issue service customer help improvement suggestion subscription,28,Feedback,Medium
TKT02018,team support service system issue login authentication pricing,18,Account,Medium
TKT02019,team customer system support charge subscription profile,56,Billing,Medium
TKT02020,problem service customer request system upgrade plan error,26,Sales,Medium
TKT02021,service issue problem payment refund upgrade,46,Billing,Medium
TKT02022,help request support issue feature suggestion server,20,Feedback,Medium
TKT02023,problem customer system platform demo plan bug,28,Sales,Medium
TKT02024,system problem help plan quotation suggestion,23,Sales,Medium
TKT02025,request problem help customer system api error plan,30,Tech,Medium
TKT02026,platform support help system problem feature review quotation,8,Feedback,Medium
TKT02027,request issue problem help improvement review api,13,Feedback,Medium
TKT02028,customer platform service issue invoice charge password,12,Sales,Medium
TKT02029,system team problem platform service improvement feature api,26,Feedback,Medium
TKT02030,request support help system upgrade demo suggestion,31,Sales,Medium
TKT02031,problem issue platform profile password error,51,Account,Medium
TKT02032,platform customer problem system support suggestion review upgrade,22,Feedback,Medium
TKT02033,support service customer refund subscription authentication,32,Billing,Medium
TKT02034,team issue help api crash upgrade,8,Tech,High
TKT02035,customer platform service crash bug upgrade,17,Tech,High
TKT02036,help service issue system demo plan payment,8,Sales,Medium
TKT02037,request help team error api profile,29,Tech,Medium
TKT02038,system service problem invoice subscription quotation,26,Billing,Medium
TKT02039,system help platform support invoice charge crash,24,Billing,High
TKT02040,customer help system problem team refund invoice bug,52,Billing,Medium
TKT02041,issue problem customer profile password suggestion,43,Account,Medium
TKT02042,help request team issue support demo upgrade review,25,Sales,Medium
TKT02043,service help problem issue team experience suggestion subscription,35,Feedback,Medium
TKT02044,system team customer service suggestion feature error,14,Feedback,Medium
TKT02045,support platform system help bug api pricing,22,Tech,Low
TKT02046,support problem customer help system review improvement refund,23,Feedback,Medium
TKT02047,team support problem service demo pricing refund,41,Sales,Medium
TKT02048,support platform team system issue improvement suggestion access,14,Feedback,Medium
TKT02049,platform request issue team profile login crash,14,Account,High
TKT02050,system request issue refund charge improvement,52,Billing,Medium
TKT02051,request support team system subscription refund quotation,33,Billing,Medium
TKT02052,problem support team issue request access authentication pricing,29,Account,Medium
TKT02053,platform request problem support demo quotation charge,20,Sales,Medium
TKT02054,platform issue problem request payment refund password,2,Billing,Medium
TKT02055,issue problem support help server api charge,56,Tech,Medium
TKT02056,request issue help system team pricing upgrade charge,37,Sales,Medium
TKT02057,team request customer help platform upgrade plan feature,60,Feedback,Medium
TKT02058,issue service request quotation upgrade server,14,Sales,Medium
TKT02059,system issue request customer quotation upgrade crash,31,Sales,High
TKT02060,team customer help demo quotation suggestion,13,Sales,Low
TKT02061,support request team review experience refund,34,Feedback,Medium
TKT02062,support help request refund charge profile,57,Billing,Medium
TKT02063,request service help system support invoice payment quotation,24,Billing,Low
TKT02064,service customer support demo pricing feature,26,Sales,Medium
TKT02065,customer support help system pricing quotation access,13,Sales,Low
TKT02066,team customer problem issue system feature suggestion quotation,8,Feedback,Medium
TKT02067,system issue platform request help password profile charge,56,Account,Medium
TKT02068,platform team help charge refund error,24,Billing,Medium
TKT02069,platform help service system invoice subscription improvement,1,Billing,Low
TKT02070,problem system team charge invoice profile,12,Billing,Medium
TKT02071,team service system request problem login authentication improvement,36,Account,Medium
TKT02072,help service problem access password improvement,25,Account,Medium
TKT02073,problem issue support request pricing demo improvement,28,Sales,Medium
TKT02074,customer platform request review feature access,38,Feedback,Medium
TKT02075,system customer request error bug profile,23,Tech,Medium
TKT02076,problem platform request service refund subscription demo,32,Billing,Medium
TKT02077,team service support help suggestion review password,49,Feedback,Medium
TKT02078,customer service team request api server quotation,57,Tech,Medium
TKT02079,service system request api bug profile,21,Tech,Low
TKT02080,system service problem issue request password login review,28,Account,Medium
TKT02081,request service issue feature improvement bug,59,Feedback,Medium
TKT02082,system problem request team support login authentication subscription,54,Feedback,Medium
TKT02083,issue team support feature suggestion quotation,31,Feedback,Medium
TKT02084,service team system platform upgrade pricing feature,56,Sales,Medium
TKT02085,request platform service upgrade pricing server,25,Sales,Medium
TKT02086,problem help issue request profile authentication charge,55,Account,Medium
TKT02087,team problem customer login password refund,56,Account,Medium
TKT02088,support customer system issue problem plan upgrade suggestion,23,Sales,Medium
TKT02089,request issue customer problem upgrade plan experience,12,Sales,Medium
TKT02090,customer platform problem experience suggestion payment,36,Feedback,Medium
TKT02091,request service customer system platform plan demo server,7,Sales,Low
TKT02092,help support request team login profile server,29,Account,Medium
TKT02093,help customer team bug error refund,32,Tech,Medium
TKT02094,help problem platform support issue pricing plan profile,19,Sales,Medium
TKT02095,issue team service request improvement experience plan,47,Tech,Medium
TKT02096,team request service help access password server,7,Account,Low
TKT02097,issue request team service payment subscription error,25,Billing,Medium
TKT02098,customer team problem password login suggestion,11,Account,Medium
TKT02099,support platform request customer refund invoice upgrade,59,Billing,Medium
TKT02100,system request platform subscription refund review,55,Billing,Medium
TKT02101,help team request service suggestion feature demo,16,Feedback,Low
TKT02102,request problem help system service password profile bug,32,Account,Medium
TKT02103,request customer support improvement experience plan,34,Feedback,Medium
TKT02104,team system help authentication password server,30,Billing,Medium
TKT02105,platform support system problem feature improvement refund,60,Feedback,Medium
TKT02106,help support issue crash error invoice,5,Tech,High
TKT02107,help request support system service access login charge,55,Account,Medium
TKT02108,help problem issue system customer refund payment access,16,Billing,Medium
TKT02109,team request platform improvement experience plan,29,Feedback,Medium
TKT02110,system request problem support refund charge password,19,Tech,Medium
TKT02111,platform help support feature review error,38,Feedback,Medium
TKT02112,problem service support password access demo,2,Account,Medium
TKT02113,issue service request customer improvement suggestion subscription,3,Feedback,Medium
TKT02114,support service request customer issue payment invoice suggestion,24,Billing,Medium
TKT02115,service customer system invoice payment authentication,59,Billing,Medium
TKT02116,service customer issue system payment charge crash,39,Billing,High
TKT02117,issue support platform authentication profile charge,59,Account,Medium
TKT02118,request platform team review experience access,35,Feedback,Medium
TKT02119,team request service platform suggestion feature bug,23,Feedback,Low
TKT02120,platform customer request issue plan upgrade access,20,Sales,Medium
TKT02121,problem system customer issue password authentication suggestion,7,Account,Medium
TKT02122,support service request experience review invoice,52,Feedback,Medium
TKT02123,support team request server crash experience,12,Tech,High
TKT02124,system support team plan demo charge,17,Sales,Low
TKT02125,issue support customer demo upgrade charge,22,Sales,Medium
TKT02126,support problem customer improvement suggestion subscription,34,Feedback,Medium
TKT02127,problem platform system team experience suggestion api,34,Feedback,Medium
TKT02128,system issue support experience review authentication,40,Feedback,Medium
TKT02129,support help request plan demo refund,45,Sales,Medium
TKT02130,help issue platform customer service access password crash,33,Account,High
TKT02131,system platform help service support crash api payment,12,Feedback,High
TKT02132,problem customer system help charge payment feature,21,Billing,Medium
TKT02133,service help platform system issue pricing quotation review,9,Account,Medium
TKT02134,support service system help plan demo charge,50,Sales,Medium
TKT02135,team request customer service feature experience quotation,49,Feedback,Medium
TKT02136,platform issue service system feature experience login,46,Feedback,Medium
TKT02137,problem platform request invoice payment bug,55,Billing,Medium
TKT02138,request service support platform customer error crash suggestion,23,Tech,High
TKT02139,system platform problem crash api experience,37,Tech,High
TKT02140,system request problem payment charge plan,27,Billing,Medium
TKT02141,system issue team support improvement suggestion profile,11,Feedback,Medium
TKT02142,platform customer support help suggestion review demo,18,Feedback,Low
TKT02143,request help system platform team login access payment,14,Account,Low
TKT02144,platform support request feature experience payment,30,Feedback,Medium
TKT02145,platform team issue support problem experience suggestion demo,39,Feedback,Medium
TKT02146,team system service support problem access password feature,33,Account,Medium
TKT02147,customer request platform service suggestion improvement authentication,41,Feedback,Medium
TKT02148,system issue platform customer charge refund improvement,60,Billing,Medium
TKT02149,help system customer password profile api,26,Account,Medium
TKT02150,service request problem support review feature demo,27,Feedback,Medium
TKT02151,team support service help feature experience bug,11,Feedback,Low
TKT02152,request issue problem platform login authentication api,30,Account,Medium
TKT02153,system team request error api charge,17,Tech,Medium
TKT02154,problem request support demo pricing experience,13,Sales,Medium
TKT02155,team support customer service payment refund plan,47,Billing,Medium
TKT02156,platform team service api error demo,29,Tech,Medium
TKT02157,platform help system profile password demo,11,Account,Low
TKT02158,system service team customer problem access password experience,44,Account,Medium
TKT02159,platform service help support login authentication pricing,8,Account,Low
TKT02160,issue problem platform support help password login suggestion,23,Account,Medium
TKT02161,help system platform issue charge refund login,12,Billing,Medium
TKT02162,customer team issue request platform review experience demo,37,Feedback,Medium
TKT02163,support team system pricing demo authentication,37,Sales,Medium
TKT02164,customer support issue system problem login profile crash,38,Account,High
TKT02165,issue request platform team system error crash login,10,Tech,High
TKT02166,platform system team problem password access subscription,15,Account,Medium
TKT02167,request customer platform problem team api bug payment,27,Account,Medium
TKT02168,help service system subscription payment profile,1,Billing,Low
TKT02169,problem team system platform authentication login feature,46,Account,Medium
TKT02170,issue request problem service system password profile charge,49,Account,Medium
TKT02171,service platform help payment refund quotation,29,Billing,Medium
TKT02172,system support customer authentication profile quotation,40,Account,Medium
TKT02173,customer issue help password authentication upgrade,12,Account,Medium
TKT02174,request system support customer platform demo quotation bug,52,Sales,Medium
TKT02175,problem request issue server crash upgrade,12,Tech,High
TKT02176,help problem request invoice payment error,56,Billing,Medium
TKT02177,system platform team plan pricing password,39,Sales,Medium
TKT02178,system help team platform service password access review,17,Account,Low
TKT02179,problem issue team platform demo upgrade experience,43,Sales,Medium
TKT02180,issue system help request upgrade demo server,55,Sales,Medium
TKT02181,request customer problem platform authentication profile crash,42,Account,High
TKT02182,issue request service customer team plan pricing feature,56,Sales,Medium
TKT02183,service system customer request subscription charge profile,45,Billing,Medium
TKT02184,help team support problem customer demo upgrade refund,41,Sales,Medium
TKT02185,team request help platform bug api experience,42,Tech,Medium
TKT02186,problem help service server api plan,18,Tech,Medium
TKT02187,customer problem support system help experience review invoice,33,Feedback,Medium
TKT02188,platform team problem demo pricing bug,12,Sales,Medium
TKT02189,service help platform quotation pricing subscription,44,Sales,Medium
TKT02190,service issue team upgrade quotation suggestion,5,Feedback,Medium
TKT02191,service help team customer problem crash bug authentication,9,Tech,High
TKT02192,customer help team platform login password improvement,46,Account,Medium
TKT02193,request team platform issue customer server bug pricing,19,Tech,Medium
TKT02194,problem team service issue customer bug crash quotation,56,Tech,High
TKT02195,team problem platform authentication password error,35,Account,Medium
TKT02196,service customer team issue demo quotation review,56,Sales,Medium
TKT02197,platform team customer password authentication refund,24,Account,Low
TKT02198,team support help customer system bug server improvement,24,Tech,Low
TKT02199,request system issue service crash bug login,55,Tech,High
