ticket_id,ticket_text,customer_tenure_months,previous_tickets_count
TKT00409,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,15,1
TKT00410,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,37,0
TKT00411,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,30,5
TKT00412,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,58,4
TKT00413,I would like more information about pricing and subscription plans.,25,1
TKT00414,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,56,2
TKT00415,I have suggestions to improve the usability of the product.,36,4
TKT00416,I would like more information about pricing and subscription plans.,56,1
TKT00417,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,3,0
TKT00418,I have suggestions to improve the usability of the product.,50,1
TKT00419,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,36,3
TKT00420,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,31,2
TKT00421,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,57,3
TKT00422,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,45,3
TKT00423,The application crashes frequently and shows unexpected errors.,32,3
TKT00424,I have suggestions to improve the usability of the product.,50,2
TKT00425,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,35,2
TKT00426,I have suggestions to improve the usability of the product.,21,3
TKT00427,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,42,6
TKT00428,I would like more information about pricing and subscription plans.,55,4
TKT00429,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,3,0
TKT00430,I was charged incorrectly and need clarification on my invoice.,26,1
TKT00431,I need assistance updating my account details and password.,29,4
TKT00432,I was charged incorrectly and need clarification on my invoice.,32,1
TKT00433,I was charged incorrectly and need clarification on my invoice.,46,3
TKT00434,The application crashes frequently and shows unexpected errors.,5,2
TKT00435,I was charged incorrectly and need clarification on my invoice.,48,1
TKT00436,I have suggestions to improve the usability of the product.,25,2
TKT00437,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,34,4
TKT00438,I would like more information about pricing and subscription plans.,12,3
TKT00439,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,21,1
TKT00440,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,31,1
TKT00441,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,50,4
TKT00442,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,49,2
TKT00443,I was charged incorrectly and need clarification on my invoice.,49,4
TKT00444,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,4,2
TKT00445,I have suggestions to improve the usability of the product.,5,2
TKT00446,I have suggestions to improve the usability of the product.,37,0
TKT00447,The application crashes frequently and shows unexpected errors.,45,1
TKT00448,I have suggestions to improve the usability of the product.,58,2
TKT00449,I have suggestions to improve the usability of the product.,48,0
TKT00450,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,57,3
TKT00451,I have suggestions to improve the usability of the product.,15,2
TKT00452,The application crashes frequently and shows unexpected errors.,18,1
TKT00453,I need assistance updating my account details and password.,55,1
TKT00454,I would like more information about pricing and subscription plans.,40,3
TKT00455,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,59,1
TKT00456,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,5,2
TKT00457,I have suggestions to improve the usability of the product.,26,3
TKT00458,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,32,2
TKT00459,The application crashes frequently and shows unexpected errors.,41,2
TKT00460,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,33,2
TKT00461,I need assistance updating my account details and password.,2,0
TKT00462,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,13,1
TKT00463,The application crashes frequently and shows unexpected errors.,34,2
TKT00464,The application crashes frequently and shows unexpected errors.,14,3
TKT00465,I was charged incorrectly and need clarification on my invoice.,22,2
TKT00466,I would like more information about pricing and subscription plans.,50,1
TKT00467,The application crashes frequently and shows unexpected errors.,23,2
